"iv_malla_modi_id","mq_evi_mean","mq_evi_cv","mq_max","mq_evi_meanL","mq_evi_cvL","clu"
171936,4,1,1,"D","a","Da1"
171937,4,2,4,"D","b","Db4"
171961,1,4,1,"A","d","Ad1"
171962,2,4,2,"B","d","Bd2"
171963,2,4,2,"B","d","Bd2"
171964,2,4,2,"B","d","Bd2"
171965,1,4,1,"A","d","Ad1"
171966,1,4,1,"A","d","Ad1"
172604,4,1,1,"D","a","Da1"
172605,4,1,1,"D","a","Da1"
172606,4,1,1,"D","a","Da1"
172607,3,1,3,"C","a","Ca3"
172608,3,1,3,"C","a","Ca3"
172609,4,2,3,"D","b","Db3"
172610,4,1,3,"D","a","Da3"
172611,4,1,3,"D","a","Da3"
172612,4,1,3,"D","a","Da3"
172613,4,1,3,"D","a","Da3"
172614,4,2,1,"D","b","Db1"
172615,4,1,1,"D","a","Da1"
172616,4,1,4,"D","a","Da4"
172617,4,2,4,"D","b","Db4"
172618,4,1,3,"D","a","Da3"
172640,1,4,2,"A","d","Ad2"
172641,1,4,2,"A","d","Ad2"
172642,1,3,2,"A","c","Ac2"
172643,1,3,1,"A","c","Ac1"
172644,1,4,1,"A","d","Ad1"
172645,1,4,1,"A","d","Ad1"
173283,3,2,2,"C","b","Cb2"
173284,3,2,1,"C","b","Cb1"
173285,3,2,1,"C","b","Cb1"
173286,3,1,1,"C","a","Ca1"
173287,4,1,1,"D","a","Da1"
173288,4,1,3,"D","a","Da3"
173289,4,1,3,"D","a","Da3"
173290,4,1,3,"D","a","Da3"
173291,4,1,1,"D","a","Da1"
173292,4,1,1,"D","a","Da1"
173293,4,1,1,"D","a","Da1"
173294,4,1,3,"D","a","Da3"
173295,4,1,3,"D","a","Da3"
173296,3,1,3,"C","a","Ca3"
173297,4,1,3,"D","a","Da3"
173320,1,4,1,"A","d","Ad1"
173321,1,4,1,"A","d","Ad1"
173322,1,4,1,"A","d","Ad1"
173962,3,3,2,"C","c","Cc2"
173963,3,3,2,"C","c","Cc2"
173964,3,3,2,"C","c","Cc2"
173965,3,3,2,"C","c","Cc2"
173966,3,2,2,"C","b","Cb2"
173967,4,2,1,"D","b","Db1"
173968,4,1,2,"D","a","Da2"
173969,4,1,3,"D","a","Da3"
173970,4,2,1,"D","b","Db1"
173971,4,1,1,"D","a","Da1"
173972,4,1,4,"D","a","Da4"
173973,4,2,3,"D","b","Db3"
173974,4,1,1,"D","a","Da1"
173975,4,2,4,"D","b","Db4"
173976,4,3,4,"D","c","Dc4"
173977,4,2,4,"D","b","Db4"
174640,2,3,2,"B","c","Bc2"
174641,2,3,2,"B","c","Bc2"
174642,2,3,2,"B","c","Bc2"
174643,2,3,2,"B","c","Bc2"
174644,3,4,2,"C","d","Cd2"
174645,3,4,1,"C","d","Cd1"
174646,3,3,2,"C","c","Cc2"
174647,3,3,2,"C","c","Cc2"
174648,3,3,1,"C","c","Cc1"
174649,3,3,1,"C","c","Cc1"
174650,3,3,1,"C","c","Cc1"
174651,3,3,4,"C","c","Cc4"
174652,3,2,1,"C","b","Cb1"
174653,3,3,1,"C","c","Cc1"
174654,3,1,4,"C","a","Ca4"
174655,3,3,4,"C","c","Cc4"
174656,2,2,4,"B","b","Bb4"
175320,1,4,1,"A","d","Ad1"
175321,2,4,2,"B","d","Bd2"
175322,2,4,1,"B","d","Bd1"
175323,2,4,2,"B","d","Bd2"
175324,2,4,2,"B","d","Bd2"
175325,2,4,2,"B","d","Bd2"
175326,2,4,1,"B","d","Bd1"
175327,2,4,2,"B","d","Bd2"
175328,2,4,2,"B","d","Bd2"
175329,2,4,2,"B","d","Bd2"
175330,2,4,2,"B","d","Bd2"
175331,1,4,1,"A","d","Ad1"
175332,1,4,1,"A","d","Ad1"
175333,1,3,1,"A","c","Ac1"
175334,1,3,1,"A","c","Ac1"
175999,1,4,1,"A","d","Ad1"
176000,1,4,1,"A","d","Ad1"
176001,2,3,1,"B","c","Bc1"
176002,3,4,2,"C","d","Cd2"
176003,2,4,2,"B","d","Bd2"
176004,2,4,2,"B","d","Bd2"
176005,2,4,2,"B","d","Bd2"
176006,2,4,2,"B","d","Bd2"
176007,2,4,2,"B","d","Bd2"
176008,1,4,2,"A","d","Ad2"
176009,1,4,2,"A","d","Ad2"
176010,1,4,2,"A","d","Ad2"
176011,1,4,1,"A","d","Ad1"
176012,1,4,2,"A","d","Ad2"
176678,1,4,2,"A","d","Ad2"
176679,1,4,2,"A","d","Ad2"
176680,2,3,2,"B","c","Bc2"
176681,2,4,2,"B","d","Bd2"
176682,2,4,2,"B","d","Bd2"
176683,1,4,2,"A","d","Ad2"
176684,1,4,2,"A","d","Ad2"
176685,1,4,2,"A","d","Ad2"
176686,1,4,2,"A","d","Ad2"
176687,1,4,2,"A","d","Ad2"
176688,1,4,2,"A","d","Ad2"
176689,1,4,2,"A","d","Ad2"
176690,1,4,1,"A","d","Ad1"
176691,1,4,2,"A","d","Ad2"
177357,1,4,2,"A","d","Ad2"
177358,1,4,2,"A","d","Ad2"
177359,2,3,2,"B","c","Bc2"
177360,2,3,2,"B","c","Bc2"
177361,1,3,2,"A","c","Ac2"
177362,1,4,2,"A","d","Ad2"
177363,1,4,2,"A","d","Ad2"
177366,1,4,2,"A","d","Ad2"
177367,1,4,2,"A","d","Ad2"
178037,1,4,2,"A","d","Ad2"
178038,1,4,2,"A","d","Ad2"
178039,1,3,1,"A","c","Ac1"
178040,1,3,2,"A","c","Ac2"
178041,1,4,2,"A","d","Ad2"
183459,1,4,2,"A","d","Ad2"
183460,1,4,1,"A","d","Ad1"
183461,1,4,1,"A","d","Ad1"
183462,1,3,1,"A","c","Ac1"
184135,2,2,2,"B","b","Bb2"
184136,1,3,2,"A","c","Ac2"
184137,1,3,1,"A","c","Ac1"
184138,1,3,2,"A","c","Ac2"
184139,1,2,1,"A","b","Ab1"
184140,1,2,1,"A","b","Ab1"
184141,2,3,2,"B","c","Bc2"
184142,2,4,1,"B","d","Bd1"
184813,2,2,2,"B","b","Bb2"
184814,2,2,1,"B","b","Bb1"
184815,1,2,1,"A","b","Ab1"
184816,1,2,1,"A","b","Ab1"
184817,1,3,1,"A","c","Ac1"
184818,1,2,2,"A","b","Ab2"
184819,2,2,1,"B","b","Bb1"
184820,1,3,2,"A","c","Ac2"
184821,1,4,1,"A","d","Ad1"
185492,2,3,1,"B","c","Bc1"
185493,1,2,1,"A","b","Ab1"
185494,1,2,1,"A","b","Ab1"
185495,1,3,2,"A","c","Ac2"
185496,2,3,1,"B","c","Bc1"
185497,2,3,1,"B","c","Bc1"
185498,1,4,1,"A","d","Ad1"
185499,1,4,1,"A","d","Ad1"
185500,1,4,2,"A","d","Ad2"
186167,2,2,2,"B","b","Bb2"
186168,4,2,2,"D","b","Db2"
186169,4,2,2,"D","b","Db2"
186170,4,1,2,"D","a","Da2"
186171,2,2,1,"B","b","Bb1"
186172,1,2,1,"A","b","Ab1"
186173,1,3,1,"A","c","Ac1"
186174,1,4,1,"A","d","Ad1"
186175,1,4,1,"A","d","Ad1"
186176,1,4,2,"A","d","Ad2"
186177,1,4,2,"A","d","Ad2"
186178,1,4,2,"A","d","Ad2"
186179,1,4,1,"A","d","Ad1"
186845,2,2,1,"B","b","Bb1"
186846,1,1,2,"A","a","Aa2"
186847,2,2,1,"B","b","Bb1"
186848,2,2,2,"B","b","Bb2"
186849,1,3,1,"A","c","Ac1"
186850,1,2,2,"A","b","Ab2"
186851,1,3,2,"A","c","Ac2"
186852,2,3,1,"B","c","Bc1"
186853,1,4,1,"A","d","Ad1"
186854,1,4,1,"A","d","Ad1"
186855,1,4,2,"A","d","Ad2"
186856,1,4,2,"A","d","Ad2"
186857,1,4,2,"A","d","Ad2"
187524,2,2,1,"B","b","Bb1"
187525,1,2,2,"A","b","Ab2"
187526,1,2,1,"A","b","Ab1"
187527,1,2,1,"A","b","Ab1"
187528,2,2,2,"B","b","Bb2"
187529,2,3,2,"B","c","Bc2"
187530,2,3,2,"B","c","Bc2"
187531,2,3,2,"B","c","Bc2"
187532,1,4,2,"A","d","Ad2"
187533,1,3,2,"A","c","Ac2"
187534,1,4,2,"A","d","Ad2"
188203,1,3,2,"A","c","Ac2"
188204,1,3,2,"A","c","Ac2"
188205,2,3,2,"B","c","Bc2"
188206,2,4,2,"B","d","Bd2"
188207,2,4,1,"B","d","Bd1"
188208,3,4,2,"C","d","Cd2"
188209,2,4,2,"B","d","Bd2"
188210,2,3,2,"B","c","Bc2"
188211,1,3,2,"A","c","Ac2"
188212,1,4,2,"A","d","Ad2"
188213,1,4,2,"A","d","Ad2"
188882,1,3,2,"A","c","Ac2"
188883,1,3,2,"A","c","Ac2"
188884,1,4,2,"A","d","Ad2"
188885,1,4,2,"A","d","Ad2"
188886,2,4,2,"B","d","Bd2"
188887,2,4,2,"B","d","Bd2"
188888,2,4,2,"B","d","Bd2"
188889,1,4,2,"A","d","Ad2"
188890,1,4,1,"A","d","Ad1"
188891,1,4,2,"A","d","Ad2"
188892,1,4,2,"A","d","Ad2"
189561,1,3,1,"A","c","Ac1"
189562,1,3,1,"A","c","Ac1"
189563,1,4,1,"A","d","Ad1"
189564,1,4,1,"A","d","Ad1"
189565,1,4,2,"A","d","Ad2"
189566,1,4,2,"A","d","Ad2"
189567,1,4,2,"A","d","Ad2"
189568,1,4,2,"A","d","Ad2"
189569,1,4,2,"A","d","Ad2"
190240,1,3,2,"A","c","Ac2"
190241,1,4,1,"A","d","Ad1"
190242,1,4,1,"A","d","Ad1"
190243,1,4,1,"A","d","Ad1"
190244,1,4,1,"A","d","Ad1"
190245,1,4,1,"A","d","Ad1"
190246,1,4,1,"A","d","Ad1"
190247,1,4,2,"A","d","Ad2"
190920,1,3,1,"A","c","Ac1"
190921,1,4,1,"A","d","Ad1"
190922,1,4,2,"A","d","Ad2"
190923,1,4,2,"A","d","Ad2"
190924,1,4,2,"A","d","Ad2"
190925,1,4,2,"A","d","Ad2"
190928,1,4,2,"A","d","Ad2"
190929,1,4,2,"A","d","Ad2"
190930,1,4,2,"A","d","Ad2"
190931,1,4,1,"A","d","Ad1"
190932,1,4,1,"A","d","Ad1"
190933,1,4,1,"A","d","Ad1"
191599,2,3,1,"B","c","Bc1"
191600,1,3,1,"A","c","Ac1"
191601,1,4,2,"A","d","Ad2"
191602,1,3,1,"A","c","Ac1"
191603,1,4,2,"A","d","Ad2"
191606,1,4,2,"A","d","Ad2"
191607,1,4,2,"A","d","Ad2"
191608,2,4,2,"B","d","Bd2"
191609,2,3,2,"B","c","Bc2"
191610,2,4,4,"B","d","Bd4"
191611,1,4,1,"A","d","Ad1"
191612,1,4,2,"A","d","Ad2"
191613,1,3,1,"A","c","Ac1"
192283,1,4,1,"A","d","Ad1"
192284,2,4,4,"B","d","Bd4"
192285,2,4,4,"B","d","Bd4"
192286,3,4,4,"C","d","Cd4"
192287,3,3,1,"C","c","Cc1"
192288,3,3,1,"C","c","Cc1"
192289,2,3,4,"B","c","Bc4"
192290,2,3,2,"B","c","Bc2"
192291,2,4,4,"B","d","Bd4"
192292,1,4,1,"A","d","Ad1"
192957,2,3,2,"B","c","Bc2"
192958,2,2,1,"B","b","Bb1"
192959,2,1,1,"B","a","Ba1"
192960,2,3,1,"B","c","Bc1"
192961,2,1,1,"B","a","Ba1"
192962,2,2,2,"B","b","Bb2"
192963,2,2,1,"B","b","Bb1"
192964,3,3,4,"C","c","Cc4"
192965,3,3,4,"C","c","Cc4"
192966,2,3,1,"B","c","Bc1"
192967,2,4,1,"B","d","Bd1"
192968,1,4,4,"A","d","Ad4"
192969,1,4,1,"A","d","Ad1"
192970,1,4,4,"A","d","Ad4"
192971,1,4,1,"A","d","Ad1"
193634,2,2,1,"B","b","Bb1"
193635,2,2,1,"B","b","Bb1"
193636,3,1,1,"C","a","Ca1"
193637,3,1,4,"C","a","Ca4"
193638,3,1,4,"C","a","Ca4"
193639,3,1,4,"C","a","Ca4"
193640,3,2,1,"C","b","Cb1"
193641,3,1,1,"C","a","Ca1"
193642,3,2,1,"C","b","Cb1"
193643,2,3,1,"B","c","Bc1"
193644,2,4,1,"B","d","Bd1"
193645,1,4,1,"A","d","Ad1"
193646,1,4,1,"A","d","Ad1"
193647,1,4,1,"A","d","Ad1"
193648,1,4,2,"A","d","Ad2"
193649,1,4,4,"A","d","Ad4"
194313,3,1,4,"C","a","Ca4"
194314,3,1,4,"C","a","Ca4"
194315,3,1,1,"C","a","Ca1"
194316,3,1,1,"C","a","Ca1"
194317,3,2,3,"C","b","Cb3"
194318,3,2,4,"C","b","Cb4"
194319,4,2,1,"D","b","Db1"
194320,3,3,2,"C","c","Cc2"
194321,2,3,1,"B","c","Bc1"
194322,2,3,1,"B","c","Bc1"
194323,1,4,2,"A","d","Ad2"
194324,1,4,1,"A","d","Ad1"
194325,1,4,2,"A","d","Ad2"
194326,1,3,1,"A","c","Ac1"
194327,1,4,2,"A","d","Ad2"
194992,3,1,1,"C","a","Ca1"
194993,3,2,2,"C","b","Cb2"
194994,3,3,2,"C","c","Cc2"
194995,3,3,2,"C","c","Cc2"
194996,2,4,1,"B","d","Bd1"
194997,2,3,2,"B","c","Bc2"
194998,3,3,2,"C","c","Cc2"
194999,2,4,1,"B","d","Bd1"
195000,2,4,1,"B","d","Bd1"
195001,2,3,2,"B","c","Bc2"
195002,1,3,1,"A","c","Ac1"
195003,1,4,1,"A","d","Ad1"
195004,1,3,2,"A","c","Ac2"
195005,1,4,2,"A","d","Ad2"
195671,2,4,2,"B","d","Bd2"
195672,2,4,2,"B","d","Bd2"
195673,3,4,2,"C","d","Cd2"
195674,3,4,2,"C","d","Cd2"
195675,2,4,2,"B","d","Bd2"
195676,2,4,2,"B","d","Bd2"
195677,2,4,2,"B","d","Bd2"
195678,2,4,2,"B","d","Bd2"
195679,2,4,2,"B","d","Bd2"
195680,1,3,2,"A","c","Ac2"
195681,1,4,2,"A","d","Ad2"
195682,1,4,1,"A","d","Ad1"
195683,1,4,1,"A","d","Ad1"
195684,1,4,2,"A","d","Ad2"
196350,2,4,1,"B","d","Bd1"
196351,1,4,1,"A","d","Ad1"
196352,2,4,2,"B","d","Bd2"
196353,2,4,1,"B","d","Bd1"
196354,2,4,2,"B","d","Bd2"
196355,1,4,2,"A","d","Ad2"
196356,1,4,2,"A","d","Ad2"
196357,1,4,2,"A","d","Ad2"
196358,1,4,2,"A","d","Ad2"
196359,1,4,2,"A","d","Ad2"
196360,1,4,2,"A","d","Ad2"
196361,1,4,2,"A","d","Ad2"
196362,1,4,1,"A","d","Ad1"
196363,1,4,2,"A","d","Ad2"
197030,1,4,2,"A","d","Ad2"
197031,1,4,2,"A","d","Ad2"
197032,1,4,2,"A","d","Ad2"
197033,1,4,2,"A","d","Ad2"
197034,1,4,2,"A","d","Ad2"
197035,1,4,1,"A","d","Ad1"
197036,1,4,2,"A","d","Ad2"
197037,1,4,2,"A","d","Ad2"
197038,1,4,2,"A","d","Ad2"
197039,1,4,2,"A","d","Ad2"
197040,1,4,2,"A","d","Ad2"
197041,1,4,1,"A","d","Ad1"
197042,1,4,2,"A","d","Ad2"
197709,1,4,2,"A","d","Ad2"
197710,1,4,1,"A","d","Ad1"
197711,1,4,2,"A","d","Ad2"
197712,1,4,2,"A","d","Ad2"
197713,1,4,1,"A","d","Ad1"
197714,1,4,2,"A","d","Ad2"
197715,1,4,2,"A","d","Ad2"
197716,1,4,2,"A","d","Ad2"
197717,1,4,2,"A","d","Ad2"
197718,1,4,2,"A","d","Ad2"
197844,4,3,1,"D","c","Dc1"
197845,2,3,1,"B","c","Bc1"
197846,2,3,1,"B","c","Bc1"
197847,1,4,2,"A","d","Ad2"
198389,1,4,2,"A","d","Ad2"
198390,1,4,2,"A","d","Ad2"
198391,1,4,2,"A","d","Ad2"
198392,1,4,2,"A","d","Ad2"
198393,1,4,2,"A","d","Ad2"
198522,3,1,1,"C","a","Ca1"
198523,3,3,1,"C","c","Cc1"
198524,1,4,1,"A","d","Ad1"
198525,1,3,2,"A","c","Ac2"
198526,1,3,1,"A","c","Ac1"
198527,1,2,1,"A","b","Ab1"
199200,3,3,1,"C","c","Cc1"
199201,3,2,1,"C","b","Cb1"
199202,2,3,1,"B","c","Bc1"
199203,1,4,1,"A","d","Ad1"
199204,1,3,2,"A","c","Ac2"
199205,1,2,1,"A","b","Ab1"
199206,1,1,2,"A","a","Aa2"
199879,2,2,1,"B","b","Bb1"
199880,2,3,1,"B","c","Bc1"
199881,1,3,2,"A","c","Ac2"
199882,1,3,1,"A","c","Ac1"
199883,1,3,2,"A","c","Ac2"
199884,1,3,1,"A","c","Ac1"
200557,3,2,1,"C","b","Cb1"
200558,2,3,1,"B","c","Bc1"
200559,2,2,1,"B","b","Bb1"
200560,1,2,2,"A","b","Ab2"
200561,1,3,1,"A","c","Ac1"
200562,1,2,2,"A","b","Ab2"
200563,2,1,3,"B","a","Ba3"
201236,3,2,1,"C","b","Cb1"
201237,2,3,1,"B","c","Bc1"
201238,2,2,1,"B","b","Bb1"
201239,1,3,2,"A","c","Ac2"
201240,2,2,1,"B","b","Bb1"
201241,2,1,4,"B","a","Ba4"
201242,3,1,3,"C","a","Ca3"
201915,2,3,1,"B","c","Bc1"
201916,2,3,1,"B","c","Bc1"
201917,2,2,2,"B","b","Bb2"
201918,2,2,2,"B","b","Bb2"
201919,3,1,4,"C","a","Ca4"
201920,3,1,4,"C","a","Ca4"
201921,3,1,4,"C","a","Ca4"
202595,3,2,1,"C","b","Cb1"
202596,3,1,3,"C","a","Ca3"
202597,3,1,3,"C","a","Ca3"
202598,4,1,4,"D","a","Da4"
203868,2,2,1,"B","b","Bb1"
203869,2,3,1,"B","c","Bc1"
204545,3,3,4,"C","c","Cc4"
204546,3,4,1,"C","d","Cd1"
204547,3,3,4,"C","c","Cc4"
204548,2,2,1,"B","b","Bb1"
204549,2,3,1,"B","c","Bc1"
204550,1,3,1,"A","c","Ac1"
205224,3,4,2,"C","d","Cd2"
205225,4,4,4,"D","d","Dd4"
205226,4,1,4,"D","a","Da4"
205227,3,3,1,"C","c","Cc1"
205228,2,2,1,"B","b","Bb1"
205229,1,4,1,"A","d","Ad1"
205903,2,4,2,"B","d","Bd2"
205904,2,3,4,"B","c","Bc4"
205905,3,4,1,"C","d","Cd1"
205906,3,3,1,"C","c","Cc1"
205907,2,3,2,"B","c","Bc2"
205908,1,4,2,"A","d","Ad2"
205909,1,3,2,"A","c","Ac2"
205910,1,2,2,"A","b","Ab2"
206582,1,4,2,"A","d","Ad2"
206583,1,4,1,"A","d","Ad1"
206584,2,4,2,"B","d","Bd2"
206585,2,3,2,"B","c","Bc2"
206586,2,4,2,"B","d","Bd2"
206587,1,3,2,"A","c","Ac2"
206588,1,4,1,"A","d","Ad1"
206589,1,3,1,"A","c","Ac1"
206590,2,3,1,"B","c","Bc1"
206611,1,4,4,"A","d","Ad4"
207262,1,4,1,"A","d","Ad1"
207263,1,4,1,"A","d","Ad1"
207264,1,4,1,"A","d","Ad1"
207265,1,3,4,"A","c","Ac4"
207266,2,1,1,"B","a","Ba1"
207267,1,2,4,"A","b","Ab4"
207268,1,3,1,"A","c","Ac1"
207269,2,2,1,"B","b","Bb1"
207289,1,4,1,"A","d","Ad1"
207290,1,4,2,"A","d","Ad2"
207291,2,4,4,"B","d","Bd4"
207292,2,2,1,"B","b","Bb1"
207942,1,4,2,"A","d","Ad2"
207943,1,4,2,"A","d","Ad2"
207944,1,4,2,"A","d","Ad2"
207945,2,2,2,"B","b","Bb2"
207946,2,1,2,"B","a","Ba2"
207947,1,1,2,"A","a","Aa2"
207948,2,2,1,"B","b","Bb1"
207967,1,4,2,"A","d","Ad2"
207968,1,4,4,"A","d","Ad4"
207969,2,4,4,"B","d","Bd4"
207970,2,4,1,"B","d","Bd1"
207971,2,4,4,"B","d","Bd4"
208620,1,4,1,"A","d","Ad1"
208621,1,4,1,"A","d","Ad1"
208622,1,4,2,"A","d","Ad2"
208623,1,4,2,"A","d","Ad2"
208624,2,3,1,"B","c","Bc1"
208625,2,1,2,"B","a","Ba2"
208626,1,1,3,"A","a","Aa3"
208627,1,1,1,"A","a","Aa1"
208645,1,4,2,"A","d","Ad2"
208646,1,4,1,"A","d","Ad1"
208647,2,4,4,"B","d","Bd4"
208648,2,4,4,"B","d","Bd4"
208649,2,4,1,"B","d","Bd1"
208650,1,4,4,"A","d","Ad4"
208651,2,3,3,"B","c","Bc3"
208655,2,1,4,"B","a","Ba4"
208656,4,1,2,"D","a","Da2"
208657,4,2,2,"D","b","Db2"
208658,4,2,1,"D","b","Db1"
209297,4,2,1,"D","b","Db1"
209298,3,4,4,"C","d","Cd4"
209299,2,4,2,"B","d","Bd2"
209300,1,4,2,"A","d","Ad2"
209301,1,3,2,"A","c","Ac2"
209302,1,3,2,"A","c","Ac2"
209303,1,2,1,"A","b","Ab1"
209304,1,1,1,"A","a","Aa1"
209305,1,1,1,"A","a","Aa1"
209324,2,4,1,"B","d","Bd1"
209325,2,3,1,"B","c","Bc1"
209326,3,4,1,"C","d","Cd1"
209327,3,3,4,"C","c","Cc4"
209328,2,2,4,"B","b","Bb4"
209329,2,1,4,"B","a","Ba4"
209330,2,1,4,"B","a","Ba4"
209331,2,1,4,"B","a","Ba4"
209334,3,1,1,"C","a","Ca1"
209335,4,1,2,"D","a","Da2"
209336,4,1,2,"D","a","Da2"
209337,4,2,1,"D","b","Db1"
209338,3,3,1,"C","c","Cc1"
209975,4,3,4,"D","c","Dc4"
209976,4,1,1,"D","a","Da1"
209977,3,1,4,"C","a","Ca4"
209978,2,4,4,"B","d","Bd4"
209979,2,2,2,"B","b","Bb2"
209980,2,3,2,"B","c","Bc2"
209981,2,3,2,"B","c","Bc2"
209982,2,2,1,"B","b","Bb1"
209983,2,2,1,"B","b","Bb1"
210003,2,4,2,"B","d","Bd2"
210004,3,4,2,"C","d","Cd2"
210005,3,3,2,"C","c","Cc2"
210006,4,3,2,"D","c","Dc2"
210007,4,2,2,"D","b","Db2"
210008,4,1,2,"D","a","Da2"
210009,4,1,4,"D","a","Da4"
210010,3,1,4,"C","a","Ca4"
210011,3,1,4,"C","a","Ca4"
210013,3,1,1,"C","a","Ca1"
210014,4,2,1,"D","b","Db1"
210015,4,1,1,"D","a","Da1"
210016,4,2,1,"D","b","Db1"
210017,3,3,1,"C","c","Cc1"
210653,4,4,1,"D","d","Dd1"
210654,3,4,1,"C","d","Cd1"
210655,3,4,4,"C","d","Cd4"
210656,3,4,2,"C","d","Cd2"
210657,3,4,2,"C","d","Cd2"
210658,3,2,2,"C","b","Cb2"
210659,4,1,2,"D","a","Da2"
210660,4,3,1,"D","c","Dc1"
210661,3,3,1,"C","c","Cc1"
210662,2,1,1,"B","a","Ba1"
210682,1,4,1,"A","d","Ad1"
210683,2,4,1,"B","d","Bd1"
210684,3,4,2,"C","d","Cd2"
210685,4,4,2,"D","d","Dd2"
210686,4,3,2,"D","c","Dc2"
210687,4,2,2,"D","b","Db2"
210688,4,1,3,"D","a","Da3"
210689,4,1,4,"D","a","Da4"
210690,4,1,4,"D","a","Da4"
210691,4,1,4,"D","a","Da4"
210692,3,1,1,"C","a","Ca1"
210693,4,1,1,"D","a","Da1"
210694,4,1,2,"D","a","Da2"
210695,4,2,1,"D","b","Db1"
210696,4,3,1,"D","c","Dc1"
211331,4,1,4,"D","a","Da4"
211332,4,3,4,"D","c","Dc4"
211333,3,3,4,"C","c","Cc4"
211334,3,4,4,"C","d","Cd4"
211335,4,2,2,"D","b","Db2"
211336,4,2,2,"D","b","Db2"
211337,4,2,2,"D","b","Db2"
211338,4,2,1,"D","b","Db1"
211339,4,1,1,"D","a","Da1"
211340,3,2,1,"C","b","Cb1"
211341,3,1,1,"C","a","Ca1"
211361,1,4,2,"A","d","Ad2"
211362,2,4,4,"B","d","Bd4"
211363,3,4,2,"C","d","Cd2"
211364,4,3,2,"D","c","Dc2"
211365,4,3,2,"D","c","Dc2"
211366,4,2,2,"D","b","Db2"
211367,4,1,4,"D","a","Da4"
211368,4,1,2,"D","a","Da2"
211369,4,1,1,"D","a","Da1"
211370,4,1,1,"D","a","Da1"
211371,3,1,1,"C","a","Ca1"
211372,4,1,1,"D","a","Da1"
211373,4,2,1,"D","b","Db1"
211374,4,2,2,"D","b","Db2"
211375,4,2,1,"D","b","Db1"
212009,4,1,4,"D","a","Da4"
212010,4,1,4,"D","a","Da4"
212011,4,1,4,"D","a","Da4"
212012,4,1,4,"D","a","Da4"
212013,3,3,4,"C","c","Cc4"
212014,4,3,2,"D","c","Dc2"
212015,4,3,2,"D","c","Dc2"
212016,4,2,2,"D","b","Db2"
212017,4,2,1,"D","b","Db1"
212018,4,2,1,"D","b","Db1"
212019,4,3,1,"D","c","Dc1"
212020,3,3,1,"C","c","Cc1"
212040,2,4,1,"B","d","Bd1"
212041,1,4,2,"A","d","Ad2"
212042,2,4,2,"B","d","Bd2"
212043,3,2,2,"C","b","Cb2"
212044,3,2,2,"C","b","Cb2"
212045,4,2,2,"D","b","Db2"
212046,4,1,2,"D","a","Da2"
212047,4,1,1,"D","a","Da1"
212048,4,1,1,"D","a","Da1"
212049,4,1,1,"D","a","Da1"
212050,4,1,1,"D","a","Da1"
212051,4,1,1,"D","a","Da1"
212052,4,2,1,"D","b","Db1"
212053,3,3,1,"C","c","Cc1"
212688,4,2,4,"D","b","Db4"
212689,4,1,4,"D","a","Da4"
212690,4,1,4,"D","a","Da4"
212691,3,1,4,"C","a","Ca4"
212692,3,2,4,"C","b","Cb4"
212693,3,2,2,"C","b","Cb2"
212694,4,2,2,"D","b","Db2"
212695,4,1,1,"D","a","Da1"
212696,4,2,1,"D","b","Db1"
212697,4,2,1,"D","b","Db1"
212698,4,3,1,"D","c","Dc1"
212699,2,4,1,"B","d","Bd1"
212720,1,4,2,"A","d","Ad2"
212721,1,4,4,"A","d","Ad4"
212722,2,3,2,"B","c","Bc2"
212723,3,4,1,"C","d","Cd1"
212724,3,2,2,"C","b","Cb2"
212725,4,2,2,"D","b","Db2"
212726,4,2,1,"D","b","Db1"
212727,4,1,1,"D","a","Da1"
212728,4,1,1,"D","a","Da1"
212729,4,1,1,"D","a","Da1"
212730,4,1,1,"D","a","Da1"
212731,4,2,1,"D","b","Db1"
213366,4,2,4,"D","b","Db4"
213367,4,3,4,"D","c","Dc4"
213368,4,1,4,"D","a","Da4"
213369,3,4,4,"C","d","Cd4"
213370,3,4,4,"C","d","Cd4"
213371,3,2,1,"C","b","Cb1"
213372,4,3,4,"D","c","Dc4"
213373,3,1,4,"C","a","Ca4"
213374,4,1,1,"D","a","Da1"
213375,4,2,1,"D","b","Db1"
213376,4,3,1,"D","c","Dc1"
213377,3,3,1,"C","c","Cc1"
213378,2,3,2,"B","c","Bc2"
213400,1,3,2,"A","c","Ac2"
213401,2,4,2,"B","d","Bd2"
213402,2,2,2,"B","b","Bb2"
213403,3,2,2,"C","b","Cb2"
213404,4,1,1,"D","a","Da1"
213405,4,1,1,"D","a","Da1"
213406,4,2,1,"D","b","Db1"
213407,4,1,1,"D","a","Da1"
213408,4,2,1,"D","b","Db1"
213409,4,2,1,"D","b","Db1"
214045,3,3,4,"C","c","Cc4"
214046,2,1,4,"B","a","Ba4"
214047,3,2,2,"C","b","Cb2"
214048,3,3,2,"C","c","Cc2"
214049,3,2,2,"C","b","Cb2"
214050,4,2,2,"D","b","Db2"
214051,4,2,1,"D","b","Db1"
214052,3,1,1,"C","a","Ca1"
214053,3,1,1,"C","a","Ca1"
214054,3,2,1,"C","b","Cb1"
214055,3,3,1,"C","c","Cc1"
214056,2,3,1,"B","c","Bc1"
214078,1,2,2,"A","b","Ab2"
214079,1,4,4,"A","d","Ad4"
214080,1,4,1,"A","d","Ad1"
214081,2,4,1,"B","d","Bd1"
214082,3,2,1,"C","b","Cb1"
